Name,Replicate,AUC
Pta,A1,8846576.24456567
Pta,A2,23736139.3220847
Pta,A3,19327694.5747876
Pta,A4,17636637.3590755
Pta,A5,15002057.986217
Pta,A6,11846225.7351764
Pta,A7,8691544.21292352
Pta,A8,12734302.8600147
Pta,A9,17047517.1223593
Pta,A10,7871038.49131164
Pta,A11,6603612.94288843
Pta,A12,8760466.25071008
PtaDA,A1,1134753.43976451
PtaDA,A2,461135.984461852
PtaDA,A3,467189.886151349
PtaDA,A4,407592.269685157
PtaDA,A5,665903.899569983
PtaDA,A6,301766.911783391
PtaDA,A7,287433.637712889
PtaDA,A8,266101.268914969
PtaDA,A9,222415.649539643
PtaDA,A10,414318.502099867
PtaDA,A11,456410.104114812
PtaDA,A12,321978.053068211
17,A1,4013493.09372655
17,A2,6108051.98698782
17,A3,3891285.45841887
17,A4,8892161.26028671
17,A5,10667280.2241887
17,A6,8323905.78300892
17,A7,4259646.56532453
17,A8,4510914.6861452
17,A9,7693873.01396909
17,A10,4200901.10600597
17,A11,5374490.53662592
17,A12,17028216.2009899
59,A1,153793.918940838
59,A2,149313.970839463
59,A3,155359.307534751
59,A4,160214.91585449
59,A5,159079.721033868
59,A6,152205.530280514
59,A7,150756.869034239
59,A8,169911.547287683
59,A9,144656.403140141
59,A10,140362.351374456
59,A11,139740.286098497
59,A12,148489.596903361
295,A1,1082566.94917369
295,A2,2458365.60069501
295,A3,8739086.20166265
295,A4,6399966.75849892
295,A5,4185625.0361549
295,A6,3488049.24528327
295,A7,5308174.60377538
295,A8,7488837.47378329
295,A9,3817438.92554824
295,A10,1424590.1440937
295,A11,4089020.98879447
295,A12,2938489.798857
Pa,A1,13306692.6901379
Pa,A2,4869291.06311152
Pa,A3,9779205.11327132
Pa,A4,2131479.97640672
Pa,A5,6119418.37226481
Pa,A6,10542782.7208627
Pa,A7,10408322.7902966
Pa,A8,19546635.6496616
Pa,A9,11054005.4569442
Pa,A10,9819127.12805469
Pa,A11,5045883.74663844
Pa,A12,4883708.79601549
Pa20,A1,138043.477989633
Pa20,A2,146050.197841827
Pa20,A3,138924.130722581
Pa20,A4,132598.963500893
Pa20,A5,132877.686924691
Pa20,A6,134997.665265891
Pa20,A7,142826.361216379
Pa20,A8,155310.609380478
Pa20,A9,147483.259311022
Pa20,A10,135626.954673743
Pa20,A11,132793.812968541
Pa20,A12,142568.369313777
DW,A1,149331.559464112
DW,A2,137423.119182025
DW,A3,133575.772027578
DW,A4,130537.382445772
DW,A5,130789.847099416
DW,A6,139472.343305428
DW,A7,127443.795405515
DW,A8,141928.809187458
DW,A9,159133.512797402
DW,A10,138661.701198172
DW,A11,126127.981324451
DW,A12,124492.795088457
